SingleCopyOG,Name,Product,Pathway,Orthogroup
OG0000855::H2,UKL1,Uridine/cytidine kinase UKL1%2C chloroplastic,Purine and pyrimidine metabolism,OG0000855
OG0018261::H2,UKL2,Uridine/cytidine kinase UKL1%2C chloroplastic,Purine and pyrimidine metabolism,OG0018261
OG0042066::H1,UKL4,Uridine kinase-like protein 4,Purine and pyrimidine metabolism,OG0042066
OG0000855::NA,UKL4,Uridine kinase-like protein 4,Purine and pyrimidine metabolism,OG0000855
OG0027731::H1,UKL5,Uridine kinase-like protein 5,Purine and pyrimidine metabolism,OG0027731
OG0000995::H2,DCTPP1,dCTP pyrophosphatase 1,Purine and pyrimidine metabolism,OG0000995
OG0000995::H1,Dctpp1,dCTP pyrophosphatase 1,Purine and pyrimidine metabolism,OG0000995
OG0001000::H1,ctps,CTP synthase,Purine and pyrimidine metabolism,OG0001000
OG0001000::H2,ctps,CTP synthase,Purine and pyrimidine metabolism,OG0001000
OG0001000::NA,ctps,CTP synthase,Purine and pyrimidine metabolism,OG0001000
OG0001350::H2,,UMP-CMP kinase,Purine and pyrimidine metabolism,OG0001350
OG0001350::H1,UMK3,UMP-CMP kinase 3,Purine and pyrimidine metabolism,OG0001350
OG0001903::H2,URH1,Uridine nucleosidase 1,Purine and pyrimidine metabolism,OG0001903
OG0002142::H1,TTM1,Inorganic pyrophosphatase TTM1,Purine and pyrimidine metabolism,OG0002142
OG0002142::H2,TTM1,Inorganic pyrophosphatase TTM1,Purine and pyrimidine metabolism,OG0002142
OG0002745::H1,,Bifunctional dihydrofolate reductase-thymidylate synthase,Purine and pyrimidine metabolism,OG0002745
OG0002745::H2,,Bifunctional dihydrofolate reductase-thymidylate synthase,Purine and pyrimidine metabolism,OG0002745
OG0003678::H2,TK,Thymidine kinase,Purine and pyrimidine metabolism,OG0003678
OG0003678::H1,TK,Thymidine kinase,Purine and pyrimidine metabolism,OG0003678
OG0004245::H1,DUT,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Purine and pyrimidine metabolism,OG0004245
OG0004245::H2,DUT,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Purine and pyrimidine metabolism,OG0004245
OG0004344::H1,CARA,Carbamoyl-phosphate synthase small chain%2C chloroplastic,Purine and pyrimidine metabolism,OG0004344
OG0004344::H2,CARA,Carbamoyl-phosphate synthase small chain%2C chloroplastic,Purine and pyrimidine metabolism,OG0004344
OG0004750::H1,CDA1,Cytidine deaminase 1,Purine and pyrimidine metabolism,OG0004750
OG0004750::H2,CDA1,Cytidine deaminase 1,Purine and pyrimidine metabolism,OG0004750
OG0005121::H1,PYRB2,Aspartate carbamoyltransferase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0005121
OG0042595::H1,PYRB,Aspartate carbamoyltransferase%2C chloroplastic,Purine and pyrimidine metabolism,OG0042595
OG0005121::H2,PYRB,Aspartate carbamoyltransferase%2C chloroplastic,Purine and pyrimidine metabolism,OG0005121
OG0005380::H1,CARB,Carbamoyl-phosphate synthase large chain%2C chloroplastic,Purine and pyrimidine metabolism,OG0005380
OG0005380::H2,CARB,Carbamoyl-phosphate synthase large chain%2C chloroplastic,Purine and pyrimidine metabolism,OG0005380
OG0005632::H1,PYRE-F,Uridine 5'-monophosphate synthase,Purine and pyrimidine metabolism,OG0005632
OG0006833::H1,TTM2,Inorganic pyrophosphatase TTM2,Purine and pyrimidine metabolism,OG0006833
OG0006833::H2,TTM2,Inorganic pyrophosphatase TTM2,Purine and pyrimidine metabolism,OG0006833
OG0006884::H2,PYRD,Dihydroorotate dehydrogenase (quinone)%2C mitochondrial,Purine and pyrimidine metabolism,OG0006884
OG0007176::H1,ZEU1,Thymidylate kinase,Purine and pyrimidine metabolism,OG0007176
OG0007253::H2,PUMPKIN,Uridylate kinase PUMPKIN%2C chloroplastic,Purine and pyrimidine metabolism,OG0007253
OG0007446::H2,UPP,Uracil phosphoribosyltransferase,Purine and pyrimidine metabolism,OG0007446
OG0007615::H1,PYR4,Dihydroorotase%2C mitochondrial,Purine and pyrimidine metabolism,OG0007615
OG0008197::H1,PUMY,Pseudouridine-5'-phosphate glycosidase,Purine and pyrimidine metabolism,OG0008197
OG0009128::H2,PUMPKIN,Uridylate kinase PUMPKIN%2C chloroplastic,Purine and pyrimidine metabolism,OG0009128
OG0010168::H2,NT5C3A,Cytosolic 5'-nucleotidase 3A,Purine and pyrimidine metabolism,OG0010168
OG0010465::H1,DCTD,Deoxycytidylate deaminase,Purine and pyrimidine metabolism,OG0010465
OG0021454::H2,CARB,Carbamoyl-phosphate synthase large chain%2C chloroplastic,Purine and pyrimidine metabolism,OG0021454
OG0021454::H1,CARB,Carbamoyl-phosphate synthase large chain%2C chloroplastic,Purine and pyrimidine metabolism,OG0021454
OG0042290::H1,UKL5,Uridine kinase-like protein 5,Purine and pyrimidine metabolism,OG0042290
OG0034399::H1,URH2,Probable uridine nucleosidase 2,Purine and pyrimidine metabolism,OG0034399
OG0034399::NA,URH2,Probable uridine nucleosidase 2,Purine and pyrimidine metabolism,OG0034399
OG0029330::NA,TTM1,Inorganic pyrophosphatase TTM1,Purine and pyrimidine metabolism,OG0029330
OG0050537::NA,UKL5,Uridine kinase-like protein 5,Purine and pyrimidine metabolism,OG0050537
OG0051201::H2,PPDK,Pyruvate%2C phosphate dikinase 1%2C chloroplastic,Pyruvate metabolism,OG0051201
OG0016849::H1,PPC3,Phosphoenolpyruvate carboxylase 3,Pyruvate metabolism,OG0016849
OG0020641::H1,PPC1,Phosphoenolpyruvate carboxylase 1,Pyruvate metabolism,OG0020641
OG0005858::H1,PPC4,Phosphoenolpyruvate carboxylase 4,Pyruvate metabolism,OG0005858
OG0005858::H2,PPC4,Phosphoenolpyruvate carboxylase 4,Pyruvate metabolism,OG0005858
OG0014794::NA,PPC4,Phosphoenolpyruvate carboxylase 4,Pyruvate metabolism,OG0014794
OG0031710::H1,NAD-ME2,NAD-dependent malic enzyme 2%2C mitochondrial,Pyruvate metabolism,OG0031710
OG0011013::H1,NAD-ME1,NAD-dependent malic enzyme 1%2C mitochondrial,Pyruvate metabolism,OG0011013
OG0000843::H2,NADP-ME4,NADP-dependent malic enzyme 4%2C chloroplastic,Pyruvate metabolism,OG0000843
OG0000843::NA,NADP-ME4,NADP-dependent malic enzyme 4%2C chloroplastic,Pyruvate metabolism,OG0000843
OG0002610::H1,PCK1,Phosphoenolpyruvate carboxykinase (ATP) 1,Pyruvate metabolism,OG0002610
OG0002610::H2,PCK1,Phosphoenolpyruvate carboxykinase (ATP) 1,Pyruvate metabolism,OG0002610
OG0018723::H2,PCK1,Phosphoenolpyruvate carboxykinase (ATP) 1,Pyruvate metabolism,OG0018723
OG0004070::H1,At3g47520,Malate dehydrogenase%2C chloroplastic,Pyruvate metabolism,OG0004070
OG0004070::H2,At3g47520,Malate dehydrogenase%2C chloroplastic,Pyruvate metabolism,OG0004070
OG0004070::NA,At3g47520,Malate dehydrogenase%2C chloroplastic,Pyruvate metabolism,OG0004070
OG0004470::H2,At1g53240,Malate dehydrogenase 1%2C mitochondrial,Pyruvate metabolism,OG0004470
OG0027534::NA,At1g53240,Malate dehydrogenase 1%2C mitochondrial,Pyruvate metabolism,OG0027534
OG0001453::H1,At1g22440,Alcohol dehydrogenase-like 2,Pyruvate metabolism,OG0001453
OG0001453::H2,At5g42250,Alcohol dehydrogenase-like 7,Pyruvate metabolism,OG0001453
OG0001674::H2,ALDH2B4,Aldehyde dehydrogenase family 2 member B4%2C mitochondrial,Pyruvate metabolism,OG0001674
OG0001766::H1,BCCP1,Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1%2C chloroplastic,Pyruvate metabolism,OG0001766
OG0001766::H2,BCCP2,Biotin carboxyl carrier protein of acetyl-CoA carboxylase 2%2C chloroplastic,Pyruvate metabolism,OG0001766
OG0001996::H1,CAC3,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha%2C chloroplastic,Pyruvate metabolism,OG0001996
OG0001996::H2,CAC3,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha%2C chloroplastic,Pyruvate metabolism,OG0001996
OG0002145::H1,PKP2,Plastidial pyruvate kinase 2,Pyruvate metabolism,OG0002145
OG0002145::H2,PKP2,Plastidial pyruvate kinase 2,Pyruvate metabolism,OG0002145
OG0002364::H1,AAT1,Acetyl-CoA acetyltransferase%2C cytosolic 1,Pyruvate metabolism,OG0002364
OG0002364::H2,AAT1,Acetyl-CoA acetyltransferase%2C cytosolic 1,Pyruvate metabolism,OG0002364
OG0002400::H1,IPMS2,2-isopropylmalate synthase 2%2C chloroplastic,Pyruvate metabolism,OG0002400
OG0002400::H2,IPMS1,2-isopropylmalate synthase 1%2C chloroplastic,Pyruvate metabolism,OG0002400
OG0002420::H1,ALDH3F1,Aldehyde dehydrogenase family 3 member F1,Pyruvate metabolism,OG0002420
OG0002420::H2,ALDH3F1,Aldehyde dehydrogenase family 3 member F1,Pyruvate metabolism,OG0002420
OG0015814::H2,ALDH3F1,Aldehyde dehydrogenase family 3 member F1,Pyruvate metabolism,OG0015814
OG0002547::H1,ALDH3H1,Aldehyde dehydrogenase family 3 member H1,Pyruvate metabolism,OG0002547
OG0002547::H2,ALDH3H1,Aldehyde dehydrogenase family 3 member H1,Pyruvate metabolism,OG0002547
OG0002738::H1,EMB3003,Dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex%2C chloroplastic,Pyruvate metabolism,OG0002738
OG0002738::H2,EMB3003,Dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex%2C chloroplastic,Pyruvate metabolism,OG0002738
OG0019979::H2,EMB3003,Dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex%2C chloroplastic,Pyruvate metabolism,OG0019979
OG0003764::H1,FUM1,Fumarate hydratase 1%2C mitochondrial,Pyruvate metabolism,OG0003764
OG0003764::H2,FUM2,Fumarate hydratase 2,Pyruvate metabolism,OG0003764
OG0003764::NA,FUM2,Fumarate hydratase 2,Pyruvate metabolism,OG0003764
OG0003814::H1,GLX2-4,Probable hydroxyacylglutathione hydrolase 2%2C chloroplastic,Pyruvate metabolism,OG0003814
OG0003814::H2,GLX2-4,Probable hydroxyacylglutathione hydrolase 2%2C chloroplastic,Pyruvate metabolism,OG0003814
OG0003835::H1,At1g67280,Probable lactoylglutathione lyase%2C chloroplastic,Pyruvate metabolism,OG0003835
OG0003835::H2,At1g67280,Probable lactoylglutathione lyase%2C chloroplastic,Pyruvate metabolism,OG0003835
OG0004604::H2,GLX1,Lactoylglutathione lyase GLX1,Pyruvate metabolism,OG0004604
OG0004706::H1,PDH-E1 ALPHA,Pyruvate dehydrogenase E1 component subunit alpha-3%2C chloroplastic,Pyruvate metabolism,OG0004706
OG0015812::H1,PDH-E1 ALPHA,Pyruvate dehydrogenase E1 component subunit alpha-3%2C chloroplastic,Pyruvate metabolism,OG0015812
OG0004706::H2,PDH-E1 ALPHA,Pyruvate dehydrogenase E1 component subunit alpha-3%2C chloroplastic,Pyruvate metabolism,OG0004706
OG0015171::H1,PDH-E1 ALPHA,Pyruvate dehydrogenase E1 component subunit alpha-3%2C chloroplastic,Pyruvate metabolism,OG0015171
OG0004774::H1,E1-BETA-2,Pyruvate dehydrogenase E1 component subunit beta-3%2C chloroplastic,Pyruvate metabolism,OG0004774
OG0004774::H2,E1-BETA-2,Pyruvate dehydrogenase E1 component subunit beta-3%2C chloroplastic,Pyruvate metabolism,OG0004774
OG0005002::H1,ACC1,Acetyl-CoA carboxylase 1,Pyruvate metabolism,OG0005002
OG0027806::H1,ACC1,Acetyl-CoA carboxylase 1,Pyruvate metabolism,OG0027806
OG0005002::H2,ACC1,Acetyl-CoA carboxylase 1,Pyruvate metabolism,OG0005002
OG0005180::H1,LPD1,Dihydrolipoyl dehydrogenase 1%2C chloroplastic,Pyruvate metabolism,OG0005180
OG0005180::H2,LPD1,Dihydrolipoyl dehydrogenase 1%2C chloroplastic,Pyruvate metabolism,OG0005180
OG0005886::H1,ACS,Acetyl-coenzyme A synthetase%2C chloroplastic/glyoxysomal,Pyruvate metabolism,OG0005886
OG0005886::H2,ACS,Acetyl-coenzyme A synthetase%2C chloroplastic/glyoxysomal,Pyruvate metabolism,OG0005886
OG0006212::H1,LPD1,Dihydrolipoyl dehydrogenase 1%2C mitochondrial,Pyruvate metabolism,OG0006212
OG0006445::H1,At1g54220,Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex%2C mitochondrial,Pyruvate metabolism,OG0006445
OG0006445::H2,At1g54220,Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex%2C mitochondrial,Pyruvate metabolism,OG0006445
OG0007013::H2,DJ1D,Protein DJ-1 homolog D,Pyruvate metabolism,OG0007013
OG0007077::H1,ALDH7B4,Aldehyde dehydrogenase family 7 member B4,Pyruvate metabolism,OG0007077
OG0008339::H1,At1g32780,Alcohol dehydrogenase-like 3,Pyruvate metabolism,OG0008339
OG0008339::H2,At1g32780,Alcohol dehydrogenase-like 3,Pyruvate metabolism,OG0008339
OG0008681::H1,,Malate synthase%2C glyoxysomal,Pyruvate metabolism,OG0008681
OG0008681::H2,,Malate synthase%2C glyoxysomal,Pyruvate metabolism,OG0008681
OG0008996::H2,,Lactoylglutathione lyase,Pyruvate metabolism,OG0008996
OG0009195::H2,DLD,D-lactate dehydrogenase [cytochrome]%2C mitochondrial,Pyruvate metabolism,OG0009195
OG0009389::H1,LTA3,Dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex%2C mitochondrial,Pyruvate metabolism,OG0009389
OG0009793::H1,acyP,Acylphosphatase,Pyruvate metabolism,OG0009793
OG0011216::H2,GLX2-2,Hydroxyacylglutathione hydrolase cytoplasmic,Pyruvate metabolism,OG0011216
OG0011830::H1,At5g24760,Alcohol dehydrogenase-like 6,Pyruvate metabolism,OG0011830
OG0016463::H2,AAT1,Acetyl-CoA acetyltransferase%2C cytosolic 1,Pyruvate metabolism,OG0016463
OG0016908::H1,ALDH3I1,Aldehyde dehydrogenase family 3 member I1%2C chloroplastic,Pyruvate metabolism,OG0016908
OG0019979::H1,EMB3003,Dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex%2C chloroplastic,Pyruvate metabolism,OG0019979
OG0019979::NA,EMB3003,Dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex%2C chloroplastic,Pyruvate metabolism,OG0019979
OG0025184::NA,LPD2,Dihydrolipoyl dehydrogenase 2%2C chloroplastic,Pyruvate metabolism,OG0025184
OG0016908::NA,ALDH3I1,Aldehyde dehydrogenase family 3 member I1%2C chloroplastic,Pyruvate metabolism,OG0016908
OG0015171::NA,PDH-E1 ALPHA,Pyruvate dehydrogenase E1 component subunit alpha-3%2C chloroplastic,Pyruvate metabolism,OG0015171
OG0027852::NA,PKP2,Plastidial pyruvate kinase 2,Pyruvate metabolism,OG0027852
OG0038896::NA,CAC3,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha%2C chloroplastic,Pyruvate metabolism,OG0038896
OG0043194::NA,ACC1,Acetyl-CoA carboxylase 1,Pyruvate metabolism,OG0043194
OG0057778::NA,ACC1,Acetyl-CoA carboxylase 1,Pyruvate metabolism,OG0057778
OG0025889::NA,ALDH3H1,Aldehyde dehydrogenase family 3 member H1,Pyruvate metabolism,OG0025889
OG0022192::NA,PKP2,Plastidial pyruvate kinase 2,Pyruvate metabolism,OG0022192
OG0025935::NA,LPD2,Dihydrolipoyl dehydrogenase 2%2C mitochondrial,Pyruvate metabolism,OG0025935
OG0057570::NA,ALDH3H1,Aldehyde dehydrogenase family 3 member H1,Pyruvate metabolism,OG0057570
OG0017932::NA,AAT1,Acetyl-CoA acetyltransferase%2C cytosolic 1,Pyruvate metabolism,OG0017932
OG0056446::NA,DJ1D,Protein DJ-1 homolog D,Pyruvate metabolism,OG0056446
OG0006342::H2,rib5,Riboflavin synthase,Riboflavin metabolism,OG0006342
OG0021583::H1,RPL7B,60S ribosomal protein L7-2,Ribosome,OG0021583
OG0000635::H2,RPL7B,60S ribosomal protein L7-2,Ribosome,OG0000635
OG0000830::H1,MNP1,54S ribosomal protein L12%2C mitochondrial,Ribosome,OG0000830
OG0000830::H2,,hypothetical protein,Ribosome,OG0000830
OG0000830::NA,rplL,50S ribosomal protein L7/L12,Ribosome,OG0000830
OG0000988::H1,RPS9C,40S ribosomal protein S9-2,Ribosome,OG0000988
OG0000988::H2,RPS9C,40S ribosomal protein S9-2,Ribosome,OG0000988
OG0001002::H2,RPS15AA,40S ribosomal protein S15a-1,Ribosome,OG0001002
OG0001002::H1,RPS15AA,40S ribosomal protein S15a-1,Ribosome,OG0001002
OG0001002::NA,RPS15AA,40S ribosomal protein S15a-1,Ribosome,OG0001002
OG0001089::H1,RPL32A,60S ribosomal protein L32-1,Ribosome,OG0001089
OG0001089::H2,RPL32A,60S ribosomal protein L32-1,Ribosome,OG0001089
OG0001089::NA,RPL32A,60S ribosomal protein L32-1,Ribosome,OG0001089
OG0001146::H1,RPL19B,60S ribosomal protein L19-2,Ribosome,OG0001146
OG0019698::H1,RPL19B,60S ribosomal protein L19-2,Ribosome,OG0019698
OG0001146::H2,RPL19B,60S ribosomal protein L19-2,Ribosome,OG0001146
OG0001171::H1,RPL23A,60S ribosomal protein L23a,Ribosome,OG0001171
OG0001171::H2,RPL23A,60S ribosomal protein L23a,Ribosome,OG0001171
OG0001178::H1,RAP40,40S ribosomal protein SA,Ribosome,OG0001178
OG0001178::H2,RAP40,40S ribosomal protein SA,Ribosome,OG0001178
OG0001202::H1,RPL31,60S ribosomal protein L31,Ribosome,OG0001202
OG0001202::H2,RPL31,60S ribosomal protein L31,Ribosome,OG0001202
OG0001202::NA,RPL31,60S ribosomal protein L31,Ribosome,OG0001202
OG0001254::H1,rps6,40S ribosomal protein S6,Ribosome,OG0001254
OG0001254::H2,rps6,40S ribosomal protein S6,Ribosome,OG0001254
OG0001254::NA,rps6,40S ribosomal protein S6,Ribosome,OG0001254
OG0001268::H2,ARP1,60S ribosomal protein L3-1,Ribosome,OG0001268
OG0001268::H1,RPL3,60S ribosomal protein L3,Ribosome,OG0001268
OG0001306::H2,RPP2D,60S acidic ribosomal protein P2-4,Ribosome,OG0001306
OG0001306::H1,RPP2D,60S acidic ribosomal protein P2-4,Ribosome,OG0001306
OG0001332::H1,RPS4D,40S ribosomal protein S4-3,Ribosome,OG0001332
OG0001332::H2,RPS4,40S ribosomal protein S4,Ribosome,OG0001332
OG0001359::H1,RPL23A,60S ribosomal protein L23,Ribosome,OG0001359
OG0001359::H2,RPL23A,60S ribosomal protein L23,Ribosome,OG0001359
OG0001375::H1,RPL18B,60S ribosomal protein L18-2,Ribosome,OG0001375
OG0001375::H2,RPL18B,60S ribosomal protein L18-2,Ribosome,OG0001375
OG0001375::NA,RPL18B,60S ribosomal protein L18-2,Ribosome,OG0001375
OG0001377::H1,RPL34,60S ribosomal protein L34,Ribosome,OG0001377
OG0001377::H2,RPL34,60S ribosomal protein L34,Ribosome,OG0001377
OG0001505::H1,RPS8,40S ribosomal protein S8,Ribosome,OG0001505
OG0001505::H2,RPS8,40S ribosomal protein S8,Ribosome,OG0001505
OG0001540::H1,RPS14B,40S ribosomal protein S14-2,Ribosome,OG0001540
OG0001540::H2,RPS14B,40S ribosomal protein S14-2,Ribosome,OG0001540
OG0001544::H1,,Ubiquitin-40S ribosomal protein S27a,Ribosome,OG0001544
OG0001544::H2,UBI3,Ubiquitin-40S ribosomal protein S27a,Ribosome,OG0001544
